com;typecom;reg;dep;arr;tncc;ncc;nccenr;libelle;can;comparent;nom_commune;latitude;longitude
76229;COM;28;76;761;1;ELBEUF EN BRAY;Elbeuf-en-Bray;Elbeuf-en-Bray;7612;;Elbeuf-en-Bray;49.483333;1.65
76230;COM;28;76;763;1;ELBEUF SUR ANDELLE;Elbeuf-sur-Andelle;Elbeuf-sur-Andelle;7621;;Elbeuf-sur-Andelle;49.466667;1.4
76231;COM;28;76;763;1;ELBEUF;Elbeuf;Elbeuf;7609;;Elbeuf;49.283333;1
76232;COM;28;76;762;1;ELETOT;Életot;Életot;7611;;Eletot;49.783333;0.45
76233;COM;28;76;761;1;ELLECOURT;Ellecourt;Ellecourt;7612;;Ellecourt;49.8;1.716667
76234;COM;28;76;763;1;EMANVILLE;Émanville;Émanville;7624;;Emanville;49.616667;0.966667
76235;COM;28;76;761;1;ENVERMEU;Envermeu;Envermeu;7608;;Envermeu;49.9;1.266667
76236;COM;28;76;762;1;ENVRONVILLE;Envronville;Envronville;7633;;Envronville;49.666667;0.666667
76237;COM;28;76;763;1;EPINAY SUR DUCLAIR;Épinay-sur-Duclair;Épinay-sur-Duclair;7601;;Epinay-sur-Duclair;49.533333;0.85
76238;COM;28;76;762;1;EPOUVILLE;Épouville;Épouville;7626;;Epouville;49.566667;0.216667
76239;COM;28;76;762;1;EPRETOT;Épretot;Épretot;7632;;Epretot;49.533333;0.316667
76240;COM;28;76;762;1;EPREVILLE;Épreville;Épreville;7611;;Epreville;49.7;0.366667
76241;COM;28;76;761;1;ERMENOUVILLE;Ermenouville;Ermenouville;7633;;Ermenouville;49.8;0.783333
76242;COM;28;76;761;1;ERNEMONT LA VILLETTE;Ernemont-la-Villette;Ernemont-la-Villette;7612;;Ernemont-la-Villette;;
76243;COM;28;76;763;1;ERNEMONT SUR BUCHY;Ernemont-sur-Buchy;Ernemont-sur-Buchy;7621;;Ernemont-sur-Buchy;49.533333;1.366667
76244;COM;28;76;761;1;ESCLAVELLES;Esclavelles;Esclavelles;7623;;Esclavelles;49.7;1.383333
76245;COM;28;76;763;1;ESLETTES;Eslettes;Eslettes;7624;;Eslettes;49.55;1.05
76247;COM;28;76;763;1;ESTEVILLE;Esteville;Esteville;7602;;Esteville;49.6;1.233333
76249;COM;28;76;761;1;ETAIMPUIS;Étaimpuis;Étaimpuis;7620;;Etaimpuis;49.65;1.133333
76250;COM;28;76;762;1;ETAINHUS;Étainhus;Étainhus;7632;;Etainhus;49.566667;0.316667
76251;COM;28;76;763;1;ETALLEVILLE;Étalleville;Étalleville;7635;;Etalleville;49.733333;0.833333
76252;COM;28;76;761;1;ETALONDES;Étalondes;Étalondes;7610;;Etalondes;50.033333;1.383333
76253;COM;28;76;763;1;ETOUTTEVILLE;Étoutteville;Étoutteville;7635;;Etoutteville;49.666667;0.783333
76254;COM;28;76;762;1;ETRETAT;Étretat;Étretat;7626;;Etretat;49.7;0.2
76255;COM;28;76;761;1;EU;Eu;Eu;7610;;Eu;50.05;1.416667
76257;COM;28;76;761;0;FALLENCOURT;Fallencourt;Fallencourt;7610;;Fallencourt;49.866667;1.566667
76258;COM;28;76;762;0;TERRES DE CAUX;Terres-de-Caux;Terres-de-Caux;7633;;Fauville-en-Caux;49.65;0.583333
76259;COM;28;76;762;0;FECAMP;Fécamp;Fécamp;7611;;FÃ©camp;49.75;0.366667
76260;COM;28;76;761;0;FERRIERES EN BRAY;Ferrières-en-Bray;Ferrières-en-Bray;7612;;FerriÃ¨res-en-Bray;49.483333;1.75
76261;COM;28;76;761;3;FERTE SAINT SAMSON;Ferté-Saint-Samson;La Ferté-Saint-Samson;7612;;La FertÃ©-Saint-Samson;49.583333;1.533333
76262;COM;28;76;761;0;FESQUES;Fesques;Fesques;7623;;Fesques;49.783333;1.483333
76263;COM;28;76;761;3;FEUILLIE;Feuillie;La Feuillie;7612;;La Feuillie;49.466667;1.516667
76264;COM;28;76;763;0;FLAMANVILLE;Flamanville;Flamanville;7635;;Flamanville;49.633333;0.833333
76265;COM;28;76;761;0;FLAMETS FRETILS;Flamets-Frétils;Flamets-Frétils;7623;;Flamets-FrÃ©tils;49.733333;1.6
76266;COM;28;76;761;0;FLOCQUES;Flocques;Flocques;7610;;Flocques;50.033333;1.366667
76268;COM;28;76;762;0;FONGUEUSEMARE;Fongueusemare;Fongueusemare;7626;;Fongueusemare;49.683333;0.3
76269;COM;28;76;761;0;FONTAINE EN BRAY;Fontaine-en-Bray;Fontaine-en-Bray;7623;;Fontaine-en-Bray;49.683333;1.416667
76270;COM;28;76;762;0;FONTAINE LA MALLET;Fontaine-la-Mallet;Fontaine-la-Mallet;7626;;Fontaine-la-Mallet;49.533333;0.15
76271;COM;28;76;763;0;FONTAINE LE BOURG;Fontaine-le-Bourg;Fontaine-le-Bourg;7602;;Fontaine-le-Bourg;49.566667;1.166667
76272;COM;28;76;761;0;FONTAINE LE DUN;Fontaine-le-Dun;Fontaine-le-Dun;7633;;Fontaine-le-Dun;49.816667;0.85
76273;COM;28;76;763;0;FONTAINE SOUS PREAUX;Fontaine-sous-Préaux;Fontaine-sous-Préaux;7606;;Fontaine-sous-PrÃ©aux;49.483333;1.183333
76274;COM;28;76;761;3;FONTELAYE;Fontelaye;La Fontelaye;7620;;La Fontelaye;49.683333;0.95
76275;COM;28;76;762;0;FONTENAY;Fontenay;Fontenay;7626;;Fontenay;;
76276;COM;28;76;761;0;FORGES LES EAUX;Forges-les-Eaux;Forges-les-Eaux;7612;;Forges-les-Eaux;49.616667;1.55
76278;COM;28;76;761;0;FOUCARMONT;Foucarmont;Foucarmont;7610;;Foucarmont;49.85;1.566667
76279;COM;28;76;762;0;FOUCART;Foucart;Foucart;7633;;Foucart;49.616667;0.6
76280;COM;28;76;761;0;FREAUVILLE;Fréauville;Fréauville;7623;;FrÃ©auville;49.833333;1.416667
76281;COM;28;76;762;3;FRENAYE;Frénaye;La Frénaye;7625;;La FrÃ©naye;49.525;0.575
76282;COM;28;76;763;0;FRENEUSE;Freneuse;Freneuse;7605;;Freneuse;49.316667;1.083333
76283;COM;28;76;761;0;FRESLES;Fresles;Fresles;7623;;Fresles;49.75;1.35
76284;COM;28;76;761;0;FRESNAY LE LONG;Fresnay-le-Long;Fresnay-le-Long;7620;;Fresnay-le-Long;49.65;1.1
76285;COM;28;76;763;0;FRESNE LE PLAN;Fresne-le-Plan;Fresne-le-Plan;7621;;Fresne-le-Plan;49.416667;1.3
76286;COM;28;76;761;0;FRESNOY FOLNY;Fresnoy-Folny;Fresnoy-Folny;7623;;Fresnoy-Folny;49.883333;1.433333
76287;COM;28;76;763;0;FRESQUIENNES;Fresquiennes;Fresquiennes;7624;;Fresquiennes;;
76288;COM;28;76;761;0;FREULLEVILLE;Freulleville;Freulleville;7608;;Freulleville;49.833333;1.233333
76289;COM;28;76;763;0;SAINT MARTIN DE L IF;'Saint Martin de l''If';'Saint Martin de l''If';7624;;FrÃ©ville;49.566667;0.833333
76290;COM;28;76;763;0;FRICHEMESNIL;Frichemesnil;Frichemesnil;7602;;Frichemesnil;49.616667;1.133333
76291;COM;28;76;762;0;FROBERVILLE;Froberville;Froberville;7611;;Froberville;49.716667;0.333333
76292;COM;28;76;761;0;FRY;Fry;Fry;7612;;Fry;49.533333;1.533333
76293;COM;28;76;763;0;FULTOT;Fultot;Fultot;7635;;Fultot;49.75;0.8
76294;COM;28;76;761;3;GAILLARDE;Gaillarde;La Gaillarde;7633;;La Gaillarde;49.833333;0.866667
76295;COM;28;76;761;0;GAILLEFONTAINE;Gaillefontaine;Gaillefontaine;7612;;Gaillefontaine;49.65;1.616667
76296;COM;28;76;762;0;GAINNEVILLE;Gainneville;Gainneville;7616;;Gainneville;49.516667;0.25
76297;COM;28;76;761;0;GANCOURT SAINT ETIENNE;Gancourt-Saint-Étienne;Gancourt-Saint-Étienne;7612;;Gancourt-Saint-Etienne;49.55;1.716667
76298;COM;28;76;762;0;GANZEVILLE;Ganzeville;Ganzeville;7611;;Ganzeville;49.733333;0.416667
76299;COM;28;76;762;0;GERPONVILLE;Gerponville;Gerponville;7611;;Gerponville;49.75;0.566667
76300;COM;28;76;762;0;GERVILLE;Gerville;Gerville;7611;;Gerville;49.7;0.333333
76302;COM;28;76;762;0;GODERVILLE;Goderville;Goderville;7632;;Goderville;49.65;0.366667
76303;COM;28;76;762;0;GOMMERVILLE;Gommerville;Gommerville;7632;;Gommerville;49.55;0.366667
76304;COM;28;76;762;0;GONFREVILLE CAILLOT;Gonfreville-Caillot;Gonfreville-Caillot;7632;;Gonfreville-Caillot;49.65;0.433333
76305;COM;28;76;762;0;GONFREVILLE L ORCHER;'Gonfreville-l''Orcher';'Gonfreville-l''Orcher';7616;;'Gonfreville-l''Orcher';49.5;0.233333
76306;COM;28;76;761;0;GONNETOT;Gonnetot;Gonnetot;7620;;Gonnetot;49.766667;0.9
76307;COM;28;76;762;0;GONNEVILLE LA MALLET;Gonneville-la-Mallet;Gonneville-la-Mallet;7626;;Gonneville-la-Mallet;49.633333;0.216667
76308;COM;28;76;761;0;GONNEVILLE SUR SCIE;Gonneville-sur-Scie;Gonneville-sur-Scie;7620;;Gonneville-sur-Scie;49.75;1.083333
76309;COM;28;76;763;0;GONZEVILLE;Gonzeville;Gonzeville;7635;;Gonzeville;49.766667;0.816667
76311;COM;28;76;763;0;GOUPILLIERES;Goupillières;Goupillières;7624;;GoupilliÃ¨res;49.583333;0.983333
76312;COM;28;76;761;0;GOURNAY EN BRAY;Gournay-en-Bray;Gournay-en-Bray;7612;;Gournay-en-Bray;49.483333;1.733333
76313;COM;28;76;763;0;GOUY;Gouy;Gouy;7606;;Gouy;49.35;1.15
76314;COM;28;76;762;0;GRAIMBOUVILLE;Graimbouville;Graimbouville;7632;;Graimbouville;49.583333;0.333333
76315;COM;28;76;761;0;GRAINVILLE LA TEINTURIERE;Grainville-la-Teinturière;Grainville-la-Teinturière;7633;;Grainville-la-TeinturiÃ¨re;49.75;0.65
76316;COM;28;76;763;0;GRAINVILLE SUR RY;Grainville-sur-Ry;Grainville-sur-Ry;7621;;Grainville-sur-Ry;49.483333;1.3
76317;COM;28;76;762;0;GRAINVILLE YMAUVILLE;Grainville-Ymauville;Grainville-Ymauville;7632;;Grainville-Ymauville;49.666667;0.416667
76318;COM;28;76;762;0;GRAND CAMP;Grand-Camp;Grand-Camp;7625;;Grand-Camp;49.558333;0.591667
76319;COM;28;76;763;0;GRAND COURONNE;Grand-Couronne;Grand-Couronne;7609;;Grand-Couronne;49.35;1
76320;COM;28;76;761;0;GRANDCOURT;Grandcourt;Grandcourt;7623;;Grandcourt;49.916667;1.5
76321;COM;28;76;761;4;GRANDES VENTES;Grandes-Ventes;Les Grandes-Ventes;7623;;Les Grandes-Ventes;49.783333;1.233333
76322;COM;28;76;763;2;GRAND QUEVILLY;Grand-Quevilly;Le Grand-Quevilly;7613;;Le Grand-Quevilly;49.416667;1.033333
76323;COM;28;76;761;0;GRAVAL;Graval;Graval;7623;;Graval;49.733333;1.55
76324;COM;28;76;761;0;GREGES;Grèges;Grèges;7608;;GrÃ¨ges;49.916667;1.15
76325;COM;28;76;763;0;GREMONVILLE;Grémonville;Grémonville;7635;;GrÃ©monville;49.666667;0.833333
76327;COM;28;76;761;0;GREUVILLE;Greuville;Greuville;7620;;Greuville;49.816667;0.916667
76328;COM;28;76;763;0;GRIGNEUSEVILLE;Grigneuseville;Grigneuseville;7623;;Grigneuseville;49.65;1.183333
76329;COM;28;76;762;0;GRUCHET LE VALASSE;Gruchet-le-Valasse;Gruchet-le-Valasse;7603;;Gruchet-le-Valasse;49.55;0.483333
76330;COM;28;76;761;0;GRUCHET SAINT SIMEON;Gruchet-Saint-Siméon;Gruchet-Saint-Siméon;7620;;Gruchet-Saint-SimÃ©on;49.816667;0.9
76331;COM;28;76;763;0;GRUGNY;Grugny;Grugny;7602;;Grugny;49.616667;1.116667
76332;COM;28;76;761;0;GRUMESNIL;Grumesnil;Grumesnil;7612;;Grumesnil;49.616667;1.683333
76333;COM;28;76;761;0;GUERVILLE;Guerville;Guerville;7610;;Guerville;49.966667;1.516667
76334;COM;28;76;761;0;GUEURES;Gueures;Gueures;7620;;Gueures;49.833333;0.966667
76335;COM;28;76;761;0;GUEUTTEVILLE;Gueutteville;Gueutteville;7620;;Gueutteville;49.65;1
76336;COM;28;76;761;0;GUEUTTEVILLE LES GRES;Gueutteville-les-Grès;Gueutteville-les-Grès;7633;;Gueutteville-les-GrÃ¨s;;
76338;COM;28;76;761;3;HALLOTIERE;Hallotière;La Hallotière;7612;;La HallotiÃ¨re;49.516667;1.466667
76339;COM;28;76;761;2;HANOUARD;Hanouard;Le Hanouard;7633;;Le Hanouard;49.733333;0.666667
76340;COM;28;76;763;1;HARCANVILLE;Harcanville;Harcanville;7635;;Harcanville;49.716667;0.716667
76341;COM;28;76;762;1;HARFLEUR;Harfleur;Harfleur;7615;;Harfleur;49.5;0.2
76342;COM;28;76;762;1;HATTENVILLE;Hattenville;Hattenville;7633;;Hattenville;49.65;0.533333
76343;COM;28;76;761;1;HAUCOURT;Haucourt;Haucourt;7612;;Haucourt;49.633333;1.666667
76344;COM;28;76;761;1;HAUDRICOURT;Haudricourt;Haudricourt;7612;;Haudricourt;49.733333;1.7
76345;COM;28;76;761;1;HAUSSEZ;Haussez;Haussez;7612;;Haussez;49.583333;1.666667
76346;COM;28;76;761;1;HAUTOT L AUVRAY;'Hautot-l''Auvray';'Hautot-l''Auvray';7633;;'Hautot-l''Auvray';49.766667;0.75
76347;COM;28;76;763;0;HAUTOT LE VATOIS;Hautot-le-Vatois;Hautot-le-Vatois;7635;;Hautot-le-Vatois;49.65;0.683333
76348;COM;28;76;763;1;HAUTOT SAINT SULPICE;Hautot-Saint-Sulpice;Hautot-Saint-Sulpice;7635;;Hautot-Saint-Sulpice;49.683333;0.75
76349;COM;28;76;761;1;HAUTOT SUR MER;Hautot-sur-Mer;Hautot-sur-Mer;7607;;Hautot-sur-Mer;49.9;1.033333
76350;COM;28;76;763;0;HAUTOT SUR SEINE;Hautot-sur-Seine;Hautot-sur-Seine;7604;;Hautot-sur-Seine;49.366667;0.983333
76351;COM;28;76;762;2;HAVRE;Havre;Le Havre;7696;;Le Havre;49.5;0.133333
76351;COM;28;76;762;2;HAVRE;Havre;Le Havre;7696;;Le Havre;49.5;0.133333
76351;COM;28;76;762;2;HAVRE;Havre;Le Havre;7696;;Le Havre;49.5;0.133333
76352;COM;28;76;761;3;HAYE;Haye;La Haye;7612;;La Haye;;
76353;COM;28;76;761;1;HEBERVILLE;Héberville;Héberville;7633;;HÃ©berville;49.766667;0.8
76354;COM;28;76;763;1;HENOUVILLE;Hénouville;Hénouville;7601;;HÃ©nouville;49.483333;0.966667
76355;COM;28;76;763;1;HERICOURT EN CAUX;Héricourt-en-Caux;Héricourt-en-Caux;7635;;HÃ©ricourt-en-Caux;49.7;0.7
76356;COM;28;76;761;1;HERMANVILLE;Hermanville;Hermanville;7620;;Hermanville;49.816667;0.983333
76357;COM;28;76;762;1;HERMEVILLE;Hermeville;Hermeville;7626;;Hermeville;49.6;0.266667
76358;COM;28;76;761;2;HERON;Héron;Le Héron;7612;;Le HÃ©ron;49.483333;1.4
76359;COM;28;76;763;1;HERONCHELLES;Héronchelles;Héronchelles;7621;;HÃ©ronchelles;49.533333;1.383333
76360;COM;28;76;761;1;HEUGLEVILLE SUR SCIE;Heugleville-sur-Scie;Heugleville-sur-Scie;7620;;Heugleville-sur-Scie;49.733333;1.1
76361;COM;28;76;762;0;HEUQUEVILLE;Heuqueville;Heuqueville;7626;;Heuqueville;;
76362;COM;28;76;763;1;HEURTEAUVILLE;Heurteauville;Heurteauville;7625;;Heurteauville;49.45;0.816667
76363;COM;28;76;761;0;HODENG AU BOSC;Hodeng-au-Bosc;Hodeng-au-Bosc;7610;;Hodeng-au-Bosc;49.866667;1.716667
76364;COM;28;76;761;0;HODENG HODENGER;Hodeng-Hodenger;Hodeng-Hodenger;7612;;Hodeng-Hodenger;49.533333;1.566667
76365;COM;28;76;761;1;HOUDETOT;Houdetot;Houdetot;7633;;Houdetot;49.816667;0.8
76366;COM;28;76;763;2;HOULME;Houlme;Le Houlme;7624;;Le Houlme;49.516667;1.033333
76367;COM;28;76;763;0;HOUPPEVILLE;Houppeville;Houppeville;7624;;Houppeville;49.516667;1.083333
76368;COM;28;76;762;0;HOUQUETOT;Houquetot;Houquetot;7632;;Houquetot;49.608333;0.391667
76369;COM;28;76;763;3;HOUSSAYE BERANGER;Houssaye-Béranger;La Houssaye-Béranger;7602;;La Houssaye-BÃ©ranger;;
76370;COM;28;76;763;0;HUGLEVILLE EN CAUX;Hugleville-en-Caux;Hugleville-en-Caux;7635;;Hugleville-en-Caux;49.633333;0.983333
76371;COM;28;76;761;4;IFS;Ifs;Les Ifs;7608;;Les Ifs;49.883333;1.4
76372;COM;28;76;761;1;ILLOIS;Illois;Illois;7612;;Illois;49.75;1.65
76373;COM;28;76;761;1;IMBLEVILLE;Imbleville;Imbleville;7620;;Imbleville;49.716667;0.95
76374;COM;28;76;761;1;INCHEVILLE;Incheville;Incheville;7610;;Incheville;50.016667;1.5
76375;COM;28;76;761;1;INGOUVILLE;Ingouville;Ingouville;7633;;Ingouville;49.833333;0.683333
76377;COM;28;76;763;1;ISNEAUVILLE;Isneauville;Isneauville;7602;;Isneauville;49.5;1.15
76378;COM;28;76;763;0;JUMIEGES;Jumièges;Jumièges;7601;;JumiÃ¨ges;49.433333;0.816667
76379;COM;28;76;761;0;LAMBERVILLE;Lamberville;Lamberville;7620;;Lamberville;49.766667;1
76380;COM;28;76;761;0;LAMMERVILLE;Lammerville;Lammerville;7620;;Lammerville;49.8;0.983333
76381;COM;28;76;761;0;LANDES VIEILLES ET NEUVES;Landes-Vieilles-et-Neuves;Landes-Vieilles-et-Neuves;7612;;Landes-Vieilles-et-Neuves;;
76382;COM;28;76;762;0;LANQUETOT;Lanquetot;Lanquetot;7603;;Lanquetot;49.583333;0.533333
76383;COM;28;76;761;0;LESTANVILLE;Lestanville;Lestanville;7620;;Lestanville;49.75;0.966667
76384;COM;28;76;762;0;LILLEBONNE;Lillebonne;Lillebonne;7603;;Lillebonne;49.516667;0.55
76385;COM;28;76;763;0;LIMESY;Limésy;Limésy;7624;;LimÃ©sy;49.616667;0.933333
76386;COM;28;76;762;0;LIMPIVILLE;Limpiville;Limpiville;7611;;Limpiville;49.683333;0.5
76387;COM;28;76;763;0;LINDEBEUF;Lindebeuf;Lindebeuf;7635;;Lindebeuf;49.7;0.916667
76388;COM;28;76;762;0;LINTOT;Lintot;Lintot;7625;;Lintot;49.566667;0.566667
76389;COM;28;76;761;0;LINTOT LES BOIS;Lintot-les-Bois;Lintot-les-Bois;7620;;Lintot-les-Bois;49.8;1.066667
76390;COM;28;76;762;4;LOGES;Loges;Les Loges;7611;;Les Loges;49.7;0.283333
76391;COM;28;76;763;3;LONDE;Londe;La Londe;7609;;La Londe;49.3;0.966667
76392;COM;28;76;761;0;LONDINIERES;Londinières;Londinières;7623;;LondiniÃ¨res;49.833333;1.4
76393;COM;28;76;761;0;LONGMESNIL;Longmesnil;Longmesnil;7612;;Longmesnil;49.616667;1.616667
76394;COM;28;76;761;0;LONGROY;Longroy;Longroy;7610;;Longroy;49.983333;1.533333
76395;COM;28;76;761;0;LONGUEIL;Longueil;Longueil;7607;;Longueil;49.883333;0.966667
76396;COM;28;76;763;0;LONGUERUE;Longuerue;Longuerue;7621;;Longuerue;49.55;1.3
76397;COM;28;76;761;0;LONGUEVILLE SUR SCIE;Longueville-sur-Scie;Longueville-sur-Scie;7620;;Longueville-sur-Scie;49.8;1.1
76398;COM;28;76;763;0;LOUVETOT;Louvetot;Louvetot;7625;;Louvetot;;
76399;COM;28;76;761;0;LUCY;Lucy;Lucy;7623;;Lucy;49.783333;1.45
76400;COM;28;76;761;0;LUNERAY;Luneray;Luneray;7620;;Luneray;49.833333;0.916667
76401;COM;28;76;763;1;ARELAUNE EN SEINE;Arelaune-en-Seine;Arelaune-en-Seine;7625;;La Mailleraye-sur-Seine;49.483333;0.766667
76402;COM;28;76;763;0;MALAUNAY;Malaunay;Malaunay;7624;;Malaunay;49.533333;1.033333
76403;COM;28;76;761;0;MALLEVILLE LES GRES;Malleville-les-Grès;Malleville-les-Grès;7633;;Malleville-les-GrÃ¨s;49.833333;0.6
76404;COM;28;76;762;0;MANEGLISE;Manéglise;Manéglise;7626;;ManÃ©glise;49.566667;0.25
76405;COM;28;76;761;0;MANEHOUVILLE;Manéhouville;Manéhouville;7620;;ManÃ©houville;49.833333;1.083333
76406;COM;28;76;762;0;MANIQUERVILLE;Maniquerville;Maniquerville;7611;;Maniquerville;49.7;0.333333
76407;COM;28;76;761;0;MANNEVILLE ES PLAINS;Manneville-ès-Plains;Manneville-ès-Plains;7633;;Manneville-Ã¨s-Plains;49.85;0.75
76408;COM;28;76;762;0;MANNEVILLE LA GOUPIL;Manneville-la-Goupil;Manneville-la-Goupil;7632;;Manneville-la-Goupil;49.616667;0.35
76409;COM;28;76;762;0;MANNEVILLETTE;Mannevillette;Mannevillette;7626;;Mannevillette;49.6;0.183333
76410;COM;28;76;763;0;MAROMME;Maromme;Maromme;7604;;Maromme;49.466667;1.033333
76411;COM;28;76;761;0;MARQUES;Marques;Marques;7612;;Marques;49.783333;1.7
76412;COM;28;76;763;0;MARTAINVILLE EPREVILLE;Martainville-Épreville;Martainville-Épreville;7621;;Martainville-Epreville;49.466667;1.283333
76413;COM;28;76;761;0;MARTIGNY;Martigny;Martigny;7607;;Martigny;49.866667;1.15
76414;COM;28;76;761;0;MARTIN EGLISE;Martin-Église;Martin-Église;7608;;Martin-Eglise;49.9;1.15
76415;COM;28;76;761;0;MASSY;Massy;Massy;7623;;Massy;49.683333;1.4
76416;COM;28;76;761;0;MATHONVILLE;Mathonville;Mathonville;7623;;Mathonville;49.616667;1.383333
76417;COM;28;76;761;0;MAUCOMBLE;Maucomble;Maucomble;7623;;Maucomble;49.683333;1.333333
76418;COM;28;76;763;0;MAULEVRIER SAINTE GERTRUDE;Maulévrier-Sainte-Gertrude;Maulévrier-Sainte-Gertrude;7625;;MaulÃ©vrier-Sainte-Gertrude;;
76419;COM;28;76;763;0;MAUNY;Mauny;Mauny;7601;;Mauny;49.383333;0.883333
76420;COM;28;76;761;0;MAUQUENCHY;Mauquenchy;Mauquenchy;7612;;Mauquenchy;49.6;1.466667
76421;COM;28;76;762;0;MELAMARE;Mélamare;Mélamare;7603;;MÃ©lamare;49.533333;0.45
76422;COM;28;76;761;0;MELLEVILLE;Melleville;Melleville;7610;;Melleville;49.95;1.466667
76423;COM;28;76;761;0;MENERVAL;Ménerval;Ménerval;7612;;MÃ©nerval;49.566667;1.666667
76424;COM;28;76;761;0;MENONVAL;Ménonval;Ménonval;7623;;MÃ©nonval;49.766667;1.5
76425;COM;28;76;762;0;MENTHEVILLE;Mentheville;Mentheville;7632;;Mentheville;49.7;0.416667
76426;COM;28;76;761;0;MESANGUEVILLE;Mésangueville;Mésangueville;7612;;MÃ©sangueville;49.55;1.566667
76427;COM;28;76;761;0;MESNIERES EN BRAY;Mesnières-en-Bray;Mesnières-en-Bray;7623;;MesniÃ¨res-en-Bray;49.766667;1.383333
76428;COM;28;76;761;2;MESNIL DURDENT;Mesnil-Durdent;Le Mesnil-Durdent;7633;;Le Mesnil-Durdent;49.816667;0.766667
76429;COM;28;76;763;2;MESNIL ESNARD;Mesnil-Esnard;Le Mesnil-Esnard;7621;;Le Mesnil-Esnard;49.416667;1.15
76430;COM;28;76;761;0;MESNIL FOLLEMPRISE;Mesnil-Follemprise;Mesnil-Follemprise;7623;;Mesnil-Follemprise;49.783333;1.3
76431;COM;28;76;761;2;MESNIL LIEUBRAY;Mesnil-Lieubray;Le Mesnil-Lieubray;7612;;Le Mesnil-Lieubray;49.5;1.516667
76432;COM;28;76;761;0;MESNIL MAUGER;Mesnil-Mauger;Mesnil-Mauger;7612;;Mesnil-Mauger;49.666667;1.516667
76433;COM;28;76;763;0;MESNIL PANNEVILLE;Mesnil-Panneville;Mesnil-Panneville;7624;;Mesnil-Panneville;49.583333;0.9
76434;COM;28;76;763;0;MESNIL RAOUL;Mesnil-Raoul;Mesnil-Raoul;7621;;Mesnil-Raoul;49.4;1.266667
76435;COM;28;76;761;2;MESNIL REAUME;Mesnil-Réaume;Le Mesnil-Réaume;7610;;Le Mesnil-RÃ©aume;49.966667;1.45
76436;COM;28;76;763;2;MESNIL SOUS JUMIEGES;Mesnil-sous-Jumièges;Le Mesnil-sous-Jumièges;7601;;Le Mesnil-sous-JumiÃ¨ges;49.416667;0.866667
76437;COM;28;76;761;0;MEULERS;Meulers;Meulers;7608;;Meulers;49.85;1.216667
76438;COM;28;76;761;0;MILLEBOSC;Millebosc;Millebosc;7610;;Millebosc;49.966667;1.5
76439;COM;28;76;762;0;MIRVILLE;Mirville;Mirville;7603;;Mirville;49.616667;0.45
76440;COM;28;76;761;0;MOLAGNIES;Molagnies;Molagnies;7612;;Molagnies;;
76441;COM;28;76;761;0;MONCHAUX SORENG;Monchaux-Soreng;Monchaux-Soreng;7610;;Monchaux-Soreng;49.95;1.583333
76442;COM;28;76;761;0;MONCHY SUR EU;Monchy-sur-Eu;Monchy-sur-Eu;7610;;Monchy-sur-Eu;50;1.45
76443;COM;28;76;763;0;MONT CAUVAIRE;Mont-Cauvaire;Mont-Cauvaire;7602;;Mont-Cauvaire;49.566667;1.116667
76445;COM;28;76;761;0;MONTEROLIER;Montérolier;Montérolier;7623;;MontÃ©rolier;49.633333;1.35
76446;COM;28;76;763;0;MONTIGNY;Montigny;Montigny;7624;;Montigny;49.466667;1
76447;COM;28;76;762;0;MONTIVILLIERS;Montivilliers;Montivilliers;7615;;Montivilliers;49.55;0.2
76448;COM;28;76;763;0;MONTMAIN;Montmain;Montmain;7621;;Montmain;49.416667;1.25
76449;COM;28;76;761;0;MONTREUIL EN CAUX;Montreuil-en-Caux;Montreuil-en-Caux;7620;;Montreuil-en-Caux;49.683333;1.15
76450;COM;28;76;761;0;MONTROTY;Montroty;Montroty;7612;;Montroty;;
76451;COM;28;76;763;0;MONT SAINT AIGNAN;Mont-Saint-Aignan;Mont-Saint-Aignan;7622;;Mont-Saint-Aignan;49.466667;1.083333
76452;COM;28;76;763;0;MONTVILLE;Montville;Montville;7602;;Montville;;
76453;COM;28;76;763;0;MORGNY LA POMMERAYE;Morgny-la-Pommeraye;Morgny-la-Pommeraye;7621;;Morgny-la-Pommeraye;49.516667;1.25
76454;COM;28;76;761;0;MORTEMER;Mortemer;Mortemer;7623;;Mortemer;49.75;1.55
76455;COM;28;76;761;0;MORVILLE SUR ANDELLE;Morville-sur-Andelle;Morville-sur-Andelle;7612;;Morville-sur-Andelle;49.483333;1.433333
76456;COM;28;76;763;0;MOTTEVILLE;Motteville;Motteville;7635;;Motteville;49.633333;0.85
76457;COM;28;76;763;0;MOULINEAUX;Moulineaux;Moulineaux;7609;;Moulineaux;49.35;0.966667
76458;COM;28;76;761;0;MUCHEDENT;Muchedent;Muchedent;7620;;Muchedent;49.766667;1.183333
76459;COM;28;76;761;0;NESLE HODENG;Nesle-Hodeng;Nesle-Hodeng;7623;;Nesle-Hodeng;49.7;1.5
76460;COM;28;76;761;0;NESLE NORMANDEUSE;Nesle-Normandeuse;Nesle-Normandeuse;7610;;Nesle-Normandeuse;49.916667;1.666667
76461;COM;28;76;761;0;NEUFBOSC;Neufbosc;Neufbosc;7623;;Neufbosc;;
76462;COM;28;76;761;0;NEUFCHATEL EN BRAY;Neufchâtel-en-Bray;Neufchâtel-en-Bray;7623;;NeufchÃ¢tel-en-Bray;49.733333;1.45
